instance,cols,rows,colsPerRow,equalities,nzEqualities,percEqualities,percNzEqualities,inequalities,nzInequalities,nz,density,bin,genInt,integer,continuous,percInteger,percBin,nUnbounded1,percUnbounded1,nUnbounded2,percUnbounded2,rPartitioning,rPercPartitioning,rPacking,rPercPacking,rPartPacking,rPercRowsPartPacking,rCovering,rPercCovering,rCardinality,rPercCardinality,rKnapsack,rPercKnapsack,rIntegerKnapsack,rPercIntegerKnapsack,rInvKnapsack,rPercInvKnapsack,rSingleton,rPercSingleton,rAggre,rPercAggre,rPrec,rPercPrec,rVarBnd,rPercVarBnd,rBinPacking,rPercBinPacking,rMixedBin,rPercMixedBin,rGenInt,rPercGenInt,rFlowBin,rPercFlowBin,rFlowMx,rPercFlowMx,rNzRowsPartitioning,rNzPercRowsPartitioning,rNzRowsPacking,rNzPercRowsPacking,rNzrowsPartPacking,rNzpercRowsPartPacking,rNzRowsCovering,rNzPercRowsCovering,rNzRowsCardinality,rNzPercRowsCardinality,rNzRowsKnapsack,rNzPercRowsKnapsack,rNzRowsIntegerKnapsack,rNzPercRowsIntegerKnapsack,rNzRowsInvKnapsack,rNzPercRowsInvKnapsack,rNzRowsSingleton,rNzPercRowsSingleton,rNzRowsAggr,rNzPercRowsAggr,rNzRowsPrec,rNzPercRowsPrec,rNzRowsVarBnd,rNzPercRowsVarBnd,rNzRowsBinPacking,rNzPercRowsBinPacking,rNzRowsMixedBin,rNzPercRowsMixedBin,rNzRowsGenInt,rNzPercRowsGenInt,rNzRowsFlowBin,rNzPercRowsFlowBin,rNzRowsFlowMx,rNzPercRowsFlowMx,aMin,aMax,aAvg,aStdDev,aRatioLSA,aAllInt,aPercInt,aDiffVal,anShortInts,apercShortInts,objMin,objMax,objAvg,objStdDev,objRatioLSA,objAllInt,objPercInt,objDiffVal,objnShortInts,objpercShortInts,rhsMin,rhsMax,rhsAvg,rhsStdDev,rhsRatioLSA,rhsAllInt,rhsPercInt,rhsDiffVal,rhsnShortInts,rhspercShortInts,rowNzMin,rowNzMax,rowNzAvg,rowNzStdDev,colNzMin,colNzMax,colNzAvg,colNzStdDev,rowsLess4Nz,rowsLess8Nz,rowsLess16Nz,rowsLess32Nz,rowsLess64Nz,rowsLess128Nz,rowsLess256Nz,rowsLess512Nz,rowsLess1024Nz,percRowsLess4Nz,percRowsLess8Nz,percRowsLess16Nz,percRowsLess32Nz,percRowsLess64Nz,percRowsLess128Nz,percRowsLess256Nz,percRowsLess512Nz,percRowsLess1024Nz,rowsLeast4Nz,rowsLeast8Nz,rowsLeast16Nz,rowsLeast32Nz,rowsLeast64Nz,rowsLeast128Nz,rowsLeast256Nz,rowsLeast512Nz,rowsLeast1024Nz,rowsLeast2048Nz,rowsLeast4096Nz,percRowsLeast4Nz,percRowsLeast8Nz,percRowsLeast16Nz,percRowsLeast32Nz,percRowsLeast64Nz,percRowsLeast128Nz,percRowsLeast256Nz,percRowsLeast512Nz,percRowsLeast1024Nz,percRowsLeast2048Nz,percRowsLeast4096Nz,colsLess4Nz,colsLess8Nz,colsLess16Nz,colsLess32Nz,colsLess64Nz,colsLess128Nz,colsLess256Nz,colsLess512Nz,colsLess1024Nz,percColsLess4Nz,percColsLess8Nz,percColsLess16Nz,percColsLess32Nz,percColsLess64Nz,percColsLess128Nz,percColsLess256Nz,percColsLess512Nz,percColsLess1024Nz,colsLeast4Nz,colsLeast8Nz,colsLeast16Nz,colsLeast32Nz,colsLeast64Nz,colsLeast128Nz,colsLeast256Nz,colsLeast512Nz,colsLeast1024Nz,colsLeast2048Nz,colsLeast4096Nz,percColsLeast4Nz,percColsLeast8Nz,perccolsLeast16Nz,perccolsLeast32Nz,perccolsLeast64Nz,perccolsLeast128Nz,perccolsLeast256Nz,perccolsLeast512Nz,perccolsLeast1024Nz,perccolsLeast2048Nz,perccolsLeast4096Nz
neos-2652786-brda,524.0,342.0,1.53216,254,676.0,0,40.0,88.0,1014.0,1690.0,0.9430379999999999,236.0,288,524.0,0.0,100.0,45.0382,0,0.0,0,0.0,3,0.877193,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,86,25.1462,0,0,27.0,7.89474,0,0.0,0.0,0.0,235,68.7135,0,0,0,0,6.0,0.35503,0.0,0.0,6.0,0.35503,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,172,10.1775,0,0,54.0,3.1952700000000003,0,0.0,0.0,0.0,1404.0,83.0769,0.0,0.0,0.0,0.0,-12783.0,4520.0,673.5110000000002,2074.77,159788.0,0,25.9172,315,438.0,25.9172,0.0,0.0062377,0.00015804,0.000789659,12.4754,0,0.0,33,0,0.0,0.0,13877.0,884.145,2498.42,13877.0,0,0.0,52,0,0.0,2,32,4.94152,6.5366300000000015,0,6,0,3.55384,282.0,312.0,327.0,342.0,342.0,342.0,342.0,342.0,342.0,82.4561,91.2281,95.61399999999999,100.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,30,14,0,0,0,0,0,0,0,17.5439,17.5439,8.771930000000001,4.09357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,59.9237,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,210.0,0.0,0,0,0,0,0,0,0,0,0,40.0763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neos-2657525-crna,524.0,342.0,1.53216,254,676.0,0,40.0,88.0,1014.0,1690.0,0.9430379999999999,146.0,378,524.0,0.0,100.0,27.8626,0,0.0,0,0.0,3,0.877193,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,86,25.1462,0,0,33.0,9.64912,0,0.0,0.0,0.0,289,84.5029,0,0,0,0,6.0,0.35503,0.0,0.0,6.0,0.35503,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,172,10.1775,0,0,66.0,3.90533,0,0.0,0.0,0.0,1548.0,91.5976,0.0,0.0,0.0,0.0,-18207.0,4000.0,558.164,2445.84,227588.0,0,25.9172,287,438.0,25.9172,0.0,0.0062377,0.00015804,0.000789659,12.4754,0,0.0,33,0,0.0,0.0,17339.0,1104.95,3122.31,17339.0,0,0.0,51,0,0.0,2,32,4.94152,6.5366300000000015,0,6,0,3.55384,282.0,312.0,327.0,342.0,342.0,342.0,342.0,342.0,342.0,82.4561,91.2281,95.61399999999999,100.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,30,14,0,0,0,0,0,0,0,17.5439,17.5439,8.771930000000001,4.09357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,59.9237,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,210.0,0.0,0,0,0,0,0,0,0,0,0,40.0763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neos-2669500-cust,112008.0,105744.0,1.05924,32384,489448.0,0,76.8692,73360.0,147280.0,636728.0,0.00537588,110880.0,1120,112000.0,8.0,99.9929,98.9929,564,0.5035350000000001,4,0.00357117,448,0.42366499999999996,0,0.0,0,0,0,0.0,8,0.00756544,0,0,0,0,0,0.0,0,0.0,15680,14.8283,0,0,71120.0,67.2568,0,0.0,8.0,0.00756544,73360,69.3751,560,0,0,0,103040.0,16.1827,0.0,0.0,103040.0,16.1827,0.0,0.0,48160,7.56367,0.0,0.0,0,0,0.0,0.0,0,0.0,31360,4.92518,0,0,142240.0,22.3392,0,0.0,164648.0,25.8585,147280.0,23.1308,63840.0,10.0263,0.0,0.0,-1.0,10000.0,1140.1,3155.98,10000.0,0,20.2297,114,128808.0,20.2297,0.0,22.6,12.2949,6.47582,11.3,0,0.0,46,0,0.0,0.0,11027.0,6736.72,4533.22,11027.0,0,0.0,358,0,0.0,2,37633,6.0214099999999995,207.25799999999998,1,117,0,9.963330000000001,89040.0,104720.0,104720.0,104720.0,104720.0,105280.0,105672.0,105672.0,105728.0,84.2034,99.0316,99.0316,99.0316,99.0316,99.5612,99.9319,99.9319,99.9849,16704.0,1024.0,1024,1024,1024,464,72,72,16,16,14,15.7966,0.968376,0.968376,0.968376,0.968376,0.438796,0.068089,0.068089,0.0151309,0.0151309,0.013239500000000001,48588.0,111308.0,111308.0,111308.0,111448.0,112008.0,112008.0,112008.0,112008.0,43.379,99.375,99.375,99.375,99.5,100.0,100.0,100.0,100.0,112000.0,700.0,700,700,560,0,0,0,0,0,0,99.9929,0.624955,0.624955,0.624955,0.499964,0.0,0.0,0.0,0.0,0.0,0.0
neos-2746589-doon,50936.0,31530.0,1.61548,16258,240376.0,0,88.6761,15272.0,30696.0,271072.0,0.016878599999999997,50704.0,224,50928.0,8.0,99.9843,99.5445,116,0.227737,4,0.00785299,448,1.42087,0,0.0,0,0,0,0.0,10,0.0317158,0,0,0,0,0,0.0,0,0.0,8288,26.2861,0,0,14824.0,47.0155,0,0.0,8.0,0.0253727,15272,48.4364,5488,0,0,0,63360.0,23.3739,0.0,0.0,63360.0,23.3739,0.0,0.0,38160,14.0774,0.0,0.0,0,0,0.0,0.0,0,0.0,16576,6.11498,0,0,29648.0,10.9373,0,0.0,75608.0,27.8922,30696.0,11.3239,36592.0,13.499,0.0,0.0,-1.0,10000.0,575.203,2280.17,10000.0,0,14.9894,114,40632.0,14.9894,0.0,22.6,12.3499,6.4717,11.3,0,0.0,46,0,0.0,0.0,11027.0,4690.79,4876.6,11027.0,0,0.0,359,0,0.0,2,23745,8.59727,195.364,1,118,0,7.6936,27816.0,30952.0,30952.0,30952.0,30988.0,31268.0,31512.0,31512.0,31512.0,88.2207,98.1668,98.1668,98.1668,98.281,99.169,99.9429,99.9429,99.9429,7970.0,578.0,578,578,542,262,18,18,18,18,12,25.2775,1.83317,1.83317,1.83317,1.719,0.8309549999999999,0.0570885,0.0570885,0.0570885,0.0570885,0.038058999999999996,23458.0,50786.0,50786.0,50786.0,50824.0,50936.0,50936.0,50936.0,50936.0,46.0539,99.7055,99.7055,99.7055,99.7801,100.0,100.0,100.0,100.0,50928.0,150.0,150,150,112,0,0,0,0,0,0,99.9843,0.294487,0.294487,0.294487,0.21988400000000002,0.0,0.0,0.0,0.0,0.0,0.0
neos-2978193-inde,20800.0,396.0,52.5253,332,20800.0,0,50.0,64.0,20800.0,41600.0,0.505051,64.0,0,64.0,20736.0,0.307692,0.307692,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,8,2.0202,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,388.0,97.9798,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0.153846,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,41536.0,99.8462,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,1.0,0.9830770000000001,0.431123,10.0,0,0.153846,2,64.0,0.153846,-0.263881,1.0,0.17371099999999998,0.16050999999999999,18281.5,0,0.0,2554,0,0.0,0.0,5.0,0.90404,0.61207,5.0,0,0.0,5,0,0.0,8,325,105.051,96.89,2,2,0,2.0,0.0,8.0,8.0,8.0,332.0,332.0,332.0,396.0,396.0,0.0,2.0202,2.0202,2.0202,83.8384,83.8384,83.8384,100.0,100.0,396.0,396.0,388,388,388,64,64,0,0,0,0,100.0,100.0,97.9798,97.9798,97.9798,16.1616,16.1616,0.0,0.0,0.0,0.0,20800.0,20800.0,20800.0,20800.0,20800.0,20800.0,20800.0,20800.0,20800.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neos-2978205-isar,104000.0,652.0,159.509,332,104000.0,0,50.0,320.0,104000.0,208000.0,0.306748,320.0,0,320.0,103680.0,0.307692,0.307692,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,8,1.22699,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,644.0,98.773,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,0.153846,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,207680.0,99.8462,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,1.0,0.9830770000000001,0.431123,10.0,0,0.153846,2,320.0,0.153846,-0.263881,1.0,0.18341500000000002,0.16056099999999998,20120.7,0,0.0,4096,0,0.0,0.0,5.0,0.54908,0.6499520000000001,5.0,0,0.0,5,0,0.0,40,325,319.018,31.1973,2,2,0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,652.0,652.0,0.0,0.0,0.0,0.0,1.22699,1.22699,1.22699,100.0,100.0,652.0,652.0,652,652,644,644,644,0,0,0,0,100.0,100.0,100.0,100.0,98.773,98.773,98.773,0.0,0.0,0.0,0.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neos-2987310-joes,27837.0,29015.0,0.9594,9342,37368.0,0,6.43953,19673.0,542923.0,580291.0,0.0718457,3051.0,0,3051.0,24786.0,10.9602,10.9602,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,26190.0,90.2637,0,0.0,0,0,9342,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,574641.0,99.0264,0.0,0.0,0.0,0.0,37368.0,6.43953,-1.0,3606500.0,18933.4,169387.0,3606500.0,0,6.51225,795,37790.0,6.51225,-14570300.0,47333100.0,272664.0,3374610.0,800464.0,0,0.032331099999999995,4096,1,0.00359234,0.0,50000000.0,53972.1,1543710.0,50000000.0,0,0.0,5,0,0.0,2,918,19.9997,34.4358,4,86,0,25.3133,12770.0,13976.0,16388.0,21212.0,28907.0,28934.0,28961.0,28988.0,29015.0,44.0117,48.1682,56.4811,73.107,99.6278,99.7208,99.8139,99.9069,100.0,25587.0,15039.0,12627,7803,108,81,54,27,0,0,0,88.1854,51.8318,43.5189,26.893,0.372221,0.27916599999999997,0.186111,0.0930553,0.0,0.0,0.0,235.0,6069.0,12493.0,24461.0,27309.0,27837.0,27837.0,27837.0,27837.0,0.8442,21.8019,44.8791,87.8723,98.1032,100.0,100.0,100.0,100.0,27837.0,23262.0,16050,3569,528,0,0,0,0,0,0,100.0,83.565,57.6571,12.8211,1.8967599999999998,0.0,0.0,0.0,0.0,0.0,0.0
neos-2991472-kalu,12105.0,18170.0,0.666208,0,0.0,0,0.0,18170.0,13709400.0,13709400.0,6.233,12096.0,0,12096.0,9.0,99.9257,99.9257,9,0.0743494,0,0.0,0,0.0,4739,26.0815,0,0,0,0.0,0,0.0,12109,0,0,0,1296,7.132639999999999,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,9.0,0.04953219999999999,0,0.0,0,0,0,0,0.0,0.0,1664760.0,12.1432,1664760.0,12.1432,0.0,0.0,0,0.0,10863900.0,79.2447,0,0,1161220.0,8.470239999999999,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,12105.0,0.0882974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,1.04227,0.965893,39.0,0,0.0,24,0.0,0.0,0.0,1.0,0.0007434939999999999,0.027257,1.0,0,0.0,2,0,0.0,1.0,64.0,2.5373099999999997,2.1263799999999997,64.0,0,0.0,6,0,0.0,48,1345,754.505,261.82,1,1244,0,1136.58,0.0,0.0,0.0,0.0,252.0,252.0,3459.0,3968.0,18152.0,0.0,0.0,0.0,0.0,1.3869,1.3869,19.0369,21.8382,99.9009,18170.0,18170.0,18170,18170,17918,17918,14711,14202,18,0,0,100.0,100.0,100.0,100.0,98.6131,98.6131,80.9631,78.1618,0.09906439999999997,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2277.0,0.0743494,0.0743494,0.0743494,0.0743494,0.0743494,0.0743494,0.0743494,0.0743494,18.8104,12096.0,12096.0,12096,12096,12096,12096,12096,12096,9828,0,0,99.9257,99.9257,99.9257,99.9257,99.9257,99.9257,99.9257,99.9257,81.1896,0.0,0.0
neos2,2101.0,1103.0,1.90481,43,3701.0,0,50.5187,1060.0,3625.0,7326.0,0.31613,1040.0,0,1040.0,1061.0,49.5002,49.5002,1027,48.8815,4,0.190386,13,1.1786,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,26.0,2.35721,0,0.0,1090.0,98.8214,0,0.0,0,0,16,0,1040.0,14.196,0.0,0.0,1040.0,14.196,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,52.0,0.709801,0,0.0,6286.0,85.804,0.0,0.0,0.0,0.0,1554.0,21.2121,-9142.64,9142.64,7.620610000000001,1126.9,45713.2,0,30.9173,482,2265.0,30.9173,0.0,1.0,0.00190386,0.0435916,1.0,0,0.0,2,0,0.0,-256.004,3765.26,3.8851,114.314,3765.26,0,0.0,5,0,0.0,2,162,6.641889999999999,18.1268,1,9,0,3.5293,1056.0,1056.0,1056.0,1056.0,1056.0,1098.0,1103.0,1103.0,1103.0,95.7389,95.7389,95.7389,95.7389,95.7389,99.5467,100.0,100.0,100.0,47.0,47.0,47,47,47,5,0,0,0,0,0,4.2611099999999995,4.2611099999999995,4.2611099999999995,4.2611099999999995,4.2611099999999995,0.453309,0.0,0.0,0.0,0.0,0.0,2097.0,2099.0,2101.0,2101.0,2101.0,2101.0,2101.0,2101.0,2101.0,99.8096,99.9048,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1025.0,2.0,0,0,0,0,0,0,0,0,0,48.7863,0.0951928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neos-3004026-krka,17030.0,12545.0,1.35751,4225,16900.0,0,40.3727,8320.0,24960.0,41860.0,0.0195936,16900.0,130,17030.0,0.0,100.0,99.2366,0,0.0,0,0.0,4225,33.6788,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,8320,66.3212,0,0,0,0,16900.0,40.3727,0.0,0.0,16900.0,40.3727,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,24960.0,59.6273,0.0,0.0,0.0,0.0,-1.0,13.0,2.19255,3.9081300000000003,13.0,0,19.8758,4,8320.0,19.8758,0.0,2.225069999999996e-308,0.0,0.0,0.0,0,0.0,1,0,0.0,1.0,12.0,5.6424900000000004,4.64286,12.0,0,0.0,3,0,0.0,3,4,3.33679,0.472612,1,128,0,11.2928,12545.0,12545.0,12545.0,12545.0,12545.0,12545.0,12545.0,12545.0,12545.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4225.0,0.0,0,0,0,0,0,0,0,0,0,33.6788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16900.0,16900.0,16900.0,16900.0,16900.0,17030.0,17030.0,17030.0,17030.0,99.2366,99.2366,99.2366,99.2366,99.2366,100.0,100.0,100.0,100.0,130.0,130.0,130,130,130,130,0,0,0,0,0,0.763359,0.763359,0.763359,0.763359,0.763359,0.763359,0.0,0.0,0.0,0.0,0.0
neos-3009394-lami,2757.0,2028.0,1.3594700000000002,676,2704.0,0,40.0,1352.0,4056.0,6760.0,0.120904,2704.0,52,2756.0,1.0,99.9637,98.0776,0,0.0,1,0.0362713,676,33.3333,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,52.0,2.5641,1352,66.6667,0,0,0,0,2704.0,40.0,0.0,0.0,2704.0,40.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,156.0,2.30769,4056.0,60.0,0.0,0.0,0.0,0.0,-1.0,6.0,1.45769,2.13265,6.0,0,20.3846,4,1378.0,20.3846,0.0,1.0,0.000362713,0.0190416,1.0,0,0.0,2,0,0.0,-3.6428599999999998,5.0,3.23077,1.7864099999999998,70.0,0,0.0,29,0,0.0,3,4,3.33333,0.471405,1,52,0,7.374039999999999,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,676.0,0.0,0,0,0,0,0,0,0,0,0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0,2704.0,2704.0,2704.0,2757.0,2757.0,2757.0,2757.0,2757.0,98.0776,98.0776,98.0776,98.0776,100.0,100.0,100.0,100.0,100.0,53.0,53.0,53,53,0,0,0,0,0,0,0,1.92238,1.92238,1.92238,1.92238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neos-3024952-loue,3255.0,3705.0,0.8785430000000001,105,3180.0,0,18.3709,3600.0,14130.0,17310.0,0.143535,0.0,3255,3255.0,0.0,100.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3705,100.0,0,0,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,17310.0,100.0,0.0,0.0,3100.0,17.9087,-20.0,20.0,0.0673021,7.15172,20.0,0,45.0607,6,7800.0,45.0607,-210.0,210.0,2.50998,127.415,21.0,0,46.0829,31,1500,46.0829,-205.0,50.0,-4.45452,30.765,20.5,0,6.34278,20,235,6.34278,2,31,4.67206,7.9146300000000025,2,6,0,5.3873,3075.0,3390.0,3395.0,3705.0,3705.0,3705.0,3705.0,3705.0,3705.0,82.99600000000002,91.49799999999999,91.6329,100.0,100.0,100.0,100.0,100.0,100.0,630.0,315.0,315,0,0,0,0,0,0,0,0,17.004,8.50202,8.50202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,3255.0,3255.0,3255.0,3255.0,3255.0,3255.0,3255.0,3255.0,5.52995,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3075.0,0.0,0,0,0,0,0,0,0,0,0,94.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neos-3025225-shelon,69846.0,91572.0,0.762744,1,69845.0,0,0.746371,91571.0,9288110.0,9357950.0,0.146311,69845.0,0,69845.0,1.0,99.9986,99.9986,1,0.00143172,0,0.0,0,0.0,650,0.709824,0,0,0,0.0,1,0.00109204,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,69802.0,76.2264,0,0.0,69802.0,76.2264,0,0.0,0,0,0,0,0.0,0.0,139690.0,1.49274,139690.0,1.49274,0.0,0.0,69845,0.746371,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,139604.0,1.4918200000000001,0,0.0,139604.0,1.4918200000000001,0.0,0.0,0.0,0.0,0.0,0.0,-24.1212,24.1212,-0.030390800000000006,6.5441199999999995,1592.0,0,47.7843,1626,4471630.0,47.7843,0.0,1.0,1.43172e-05,0.00378378,1.0,0,0.0,2,0,0.0,0.0,325.0,0.695562,1.65062,325.0,0,0.0,4,0,0.0,2,69845,102.19200000000001,305.341,131,69802,0,295.70599999999996,69802.0,69802.0,69802.0,69802.0,69806.0,69955.0,74523.0,83251.0,91571.0,76.2264,76.2264,76.2264,76.2264,76.2307,76.3934,81.3819,90.9132,99.9989,21770.0,21770.0,21770,21770,21770,21617,17049,8321,1,1,1,23.7736,23.7736,23.7736,23.7736,23.7736,23.6066,18.6181,9.086839999999999,0.00109204,0.00109204,0.00109204,0.0,0.0,0.0,0.0,0.0,0.0,69845.0,69845.0,69845.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9986,99.9986,99.9986,69846.0,69846.0,69846,69846,69846,69846,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,100.0,0.00143172,0.00143172,0.00143172,0.00143172,0.00143172
neos-3045796-mogo,11016.0,2226.0,4.94879,1100,12246.0,0,27.555,1126.0,32196.0,44442.0,0.18123599999999998,11016.0,0,11016.0,0.0,100.0,100.0,0,0.0,0,0.0,47,2.11141,972,43.6658,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,1365.0,3.0714200000000003,21492.0,48.3597,22857.0,51.4311,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,1.0,0.8955040000000001,0.7549060000000001,10.0,0,2.67315,3,1188.0,2.67315,-10.0,100.0,0.6635800000000001,7.0704899999999995,100.0,0,1.93355,7,213,1.93355,0.0,2.0,0.474843,0.516176,2.0,0,0.0,3,0,0.0,4,108,19.965,23.3071,1,6,0,4.25879,270.0,432.0,1593.0,1936.0,2014.0,2226.0,2226.0,2226.0,2226.0,12.1294,19.407,71.5633,86.9721,90.4762,100.0,100.0,100.0,100.0,2226.0,1848.0,633,290,212,0,0,0,0,0,0,100.0,83.0189,28.4367,13.0279,9.523810000000001,0.0,0.0,0.0,0.0,0.0,0.0,6588.0,11016.0,11016.0,11016.0,11016.0,11016.0,11016.0,11016.0,11016.0,59.8039,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4428.0,0.0,0,0,0,0,0,0,0,0,0,40.1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neos-3046615-murg,274.0,498.0,0.550201,240,480.0,0,37.9147,258.0,786.0,1266.0,0.9277989999999999,240.0,16,256.0,18.0,93.4307,87.5912,32,11.6788,2,0.729927,240,48.1928,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,240,48.1928,0,0,0.0,0.0,0,0.0,18.0,3.61446,257,51.6064,0,0,0,0,480.0,37.9147,0.0,0.0,480.0,37.9147,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,480,37.9147,0,0,0.0,0.0,0,0.0,66.0,5.21327,769.0,60.7425,0.0,0.0,0.0,0.0,-1.0,10000.0,1896.14,3919.44,10000.0,0,20.3791,3,258.0,20.3791,0.0,1.0,0.00729927,0.08512339999999999,1.0,0,0.0,2,0,0.0,0.0,203.0,6.81526,11.3925,203.0,0,0.0,25,0,0.0,2,17,2.54217,1.0447899999999999,1,32,0,8.24134,496.0,496.0,496.0,498.0,498.0,498.0,498.0,498.0,498.0,99.5984,99.5984,99.5984,100.0,100.0,100.0,100.0,100.0,100.0,2.0,2.0,2,0,0,0,0,0,0,0,0,0.401606,0.401606,0.401606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,258.0,258.0,274.0,274.0,274.0,274.0,274.0,274.0,94.1606,94.1606,94.1606,100.0,100.0,100.0,100.0,100.0,100.0,16.0,16.0,16,16,0,0,0,0,0,0,0,5.83942,5.83942,5.83942,5.83942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
